"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"PLEKHG3",1.84360909277597e-138,0.534531302087987,0.465,0.179,2.79841424192465e-134,"1","PLEKHG3",0.286
"KLRC3",3.0358030353894e-136,0.500994534344033,0.378,0.111,4.60804542741758e-132,"1","KLRC3",0.267
"PTGER2",7.36750229674687e-134,0.56934680533786,0.623,0.306,1.11831317362321e-129,"1","PTGER2",0.317
"RAB29",3.93955271784707e-129,0.510185239298915,0.764,0.499,5.97984707042007e-125,"1","RAB29",0.265
"SLAMF6",1.87143553218248e-123,0.526893093865061,0.674,0.378,2.84065199429978e-119,"1","SLAMF6",0.296
"SH3BP5",3.07188019381252e-119,0.510515234725416,0.67,0.39,4.66280694618802e-115,"1","SH3BP5",0.28
"RAB37",1.44779248859598e-118,0.541888820974739,0.599,0.312,2.19760421843983e-114,"1","RAB37",0.287
"NCR3",9.62431390694669e-99,0.534642944554978,0.358,0.132,1.46087460793544e-94,"1","NCR3",0.226
"SH2D1B",4.81374971672693e-93,0.531642874511878,0.338,0.126,7.3067906950198e-89,"1","SH2D1B",0.212
"PPP2R2B",6.76329511637909e-93,0.521148828338379,0.575,0.333,1.02660056571518e-88,"1","PPP2R2B",0.242
"CD8A1",4.99520849500405e-74,0.504153288222308,0.644,0.438,7.58222697456665e-70,"1","CD8A",0.206
"LEF1",0,1.08070998866452,0.869,0.217,0,"2","LEF1",0.652
"MAL",0,0.991851586226119,0.64,0.096,0,"2","MAL",0.544
"PRKCQ-AS1",0,0.901250531690689,0.796,0.227,0,"2","PRKCQ-AS1",0.569
"TCF7",0,0.836728670692684,0.853,0.335,0,"2","TCF7",0.518
"LINC008611",0,0.81977685564158,0.914,0.392,0,"2","LINC00861",0.522
"SELL",0,0.816940168461035,0.957,0.51,0,"2","SELL",0.447
"LTB",0,0.749460940879452,0.986,0.486,0,"2","LTB",0.5
"LDLRAP1",2.31728122822494e-302,0.830661719037308,0.756,0.254,3.51740117632263e-298,"2","LDLRAP1",0.502
"CCR7",1.97320610821788e-297,0.85319023058033,0.888,0.399,2.99512955166392e-293,"2","CCR7",0.489
"S1PR11",1.7758064652122e-290,0.673913756385385,0.835,0.282,2.6954966335456e-286,"2","S1PR1",0.553
"FAM65B1",9.49004884216799e-288,0.637476338158095,0.99,0.639,1.44049451375268e-283,"2","FAM65B",0.351
"GIMAP71",9.6884470302941e-248,0.617380623708507,0.966,0.577,1.47060937472834e-243,"2","GIMAP7",0.389
"AES",3.26167689904103e-246,0.552506098042027,0.971,0.638,4.95089936505438e-242,"2","AES",0.333
"MYC",5.5165650859536e-246,0.7332558149869,0.706,0.24,8.37359414396897e-242,"2","MYC",0.466
"TRAF3IP3",1.64651852071339e-241,0.541850568321662,0.978,0.684,2.49925046259086e-237,"2","TRAF3IP3",0.294
"GIMAP5",4.24991208040831e-218,0.640674328931152,0.921,0.497,6.45094154685178e-214,"2","GIMAP5",0.424
"IL7R",4.65310009599863e-208,0.579441839098548,0.977,0.617,7.06294063571632e-204,"2","IL7R",0.36
"PCED1B",7.29289762939019e-203,0.629756468781806,0.75,0.308,1.10698893116514e-198,"2","PCED1B",0.442
"TMEM204",1.78087422711308e-202,0.635625224383864,0.442,0.104,2.70318898933494e-198,"2","TMEM204",0.338
"FCMR",3.73279766736687e-200,0.583183487562598,0.925,0.517,5.66601357929617e-196,"2","FCMR",0.408
"INPP4B",8.29655253768601e-190,0.590022875581059,0.887,0.476,1.25933370969536e-185,"2","INPP4B",0.411
"RASGRP2",4.5377047598698e-184,0.603474908622904,0.663,0.244,6.88778205500637e-180,"2","RASGRP2",0.419
"THEM4",3.42469903104026e-182,0.63876325262133,0.734,0.333,5.19835065921601e-178,"2","THEM4",0.401
"NOSIP",2.78813395975549e-181,0.586021498114983,0.855,0.511,4.23210853751286e-177,"2","NOSIP",0.344
"CAMK41",6.84562275534747e-177,0.604854747277984,0.814,0.389,1.03909707803419e-172,"2","CAMK4",0.425
"GIMAP41",1.25785119962779e-173,0.547708626209093,0.927,0.575,1.90929233591502e-169,"2","GIMAP4",0.352
"PIK3IP1",3.53729146933982e-172,0.526173104928007,0.943,0.604,5.36925472131092e-168,"2","PIK3IP1",0.339
"LIME1",3.05306727154193e-170,0.56909214941321,0.847,0.427,4.63425081147349e-166,"2","LIME1",0.42
"TNFRSF25",1.22755137771054e-169,0.618768321224337,0.781,0.393,1.86330023622683e-165,"2","TNFRSF25",0.388
"CD4",6.38755002576716e-168,0.51112783792314,0.924,0.486,9.69566218411197e-164,"2","CD4",0.438
"FLT3LG",7.62340816884403e-168,0.595368048509584,0.787,0.424,1.15715712594884e-163,"2","FLT3LG",0.363
"HAPLN3",3.29430445071185e-157,0.625572667087975,0.608,0.24,5.00042472573552e-153,"2","HAPLN3",0.368
"CD5",3.01063821812217e-153,0.509068612957454,0.855,0.424,4.56984775128765e-149,"2","CD5",0.431
"RCAN3",6.21814586534836e-153,0.544905663958978,0.764,0.387,9.43852360901228e-149,"2","RCAN3",0.377
"AQP3",4.31282599989784e-152,0.606290641316142,0.614,0.247,6.54643858524493e-148,"2","AQP3",0.367
"CD27",8.31368206756617e-151,0.548952233359271,0.873,0.486,1.26193380103587e-146,"2","CD27",0.387
"TMEM63A",8.82748973117912e-144,0.529980359999952,0.795,0.446,1.33992466629568e-139,"2","TMEM63A",0.349
"TC2N",5.6820340915558e-143,0.555064252304479,0.814,0.434,8.62475954757255e-139,"2","TC2N",0.38
"TESPA1",1.14774108829373e-140,0.57784273730851,0.73,0.378,1.74215619792106e-136,"2","TESPA1",0.352
"GIMAP1",7.47684234304578e-138,0.526796603708042,0.675,0.321,1.13490989925092e-133,"2","GIMAP1",0.354
"TRAT11",1.82255995683311e-127,0.527401044714503,0.762,0.386,2.76646375847697e-123,"2","TRAT1",0.376
"TRABD2A",5.85216272728635e-119,0.554534674632203,0.702,0.402,8.88299780374795e-115,"2","TRABD2A",0.3
"S1PR4",8.25676819384528e-116,0.508836832838856,0.556,0.234,1.25329484414377e-111,"2","S1PR4",0.322
"CISH",2.01256048304891e-115,0.524039839802406,0.548,0.232,3.05486555721994e-111,"2","CISH",0.316
"SUSD3",2.05668429038639e-115,0.53342575331755,0.587,0.26,3.12184108437749e-111,"2","SUSD3",0.327
"KRT18",0,1.84554994799773,0.958,0.177,0,"3","KRT18",0.781
"ELF3",0,1.73597529197287,0.895,0.179,0,"3","ELF3",0.716
"IFI27",0,1.65312551433967,0.79,0.167,0,"3","IFI27",0.623
"PHGR1",0,1.630963461484,0.593,0.016,0,"3","PHGR1",0.577
"KRT19",0,1.59933390868976,0.767,0.077,0,"3","KRT19",0.69
"LGALS4",0,1.56982766661992,0.74,0.128,0,"3","LGALS4",0.612
"CLDN4",0,1.54349604455247,0.87,0.265,0,"3","CLDN4",0.605
"CLDN3",0,1.53656299643655,0.695,0.078,0,"3","CLDN3",0.617
"KRT8",0,1.50913834648857,0.977,0.496,0,"3","KRT8",0.481
"EPCAM",0,1.50078455310612,0.77,0.122,0,"3","EPCAM",0.648
"CEACAM5",0,1.50057950431943,0.701,0.112,0,"3","CEACAM5",0.589
"AGR2",0,1.44814727326131,0.701,0.101,0,"3","AGR2",0.6
"TFF3",0,1.4211255574645,0.59,0.022,0,"3","TFF3",0.568
"CD24",0,1.41305093973566,0.701,0.148,0,"3","CD24",0.553
"KLF5",0,1.36327178766215,0.756,0.043,0,"3","KLF5",0.713
"PRSS3",0,1.35761987688315,0.547,0.023,0,"3","PRSS3",0.524
"TSPAN8",0,1.35309112285724,0.596,0.05,0,"3","TSPAN8",0.546
"GPX2",0,1.34334467995863,0.615,0.147,0,"3","GPX2",0.468
"FABP1",0,1.31380221292397,0.374,0.028,0,"3","FABP1",0.346
"EPS8L3",0,1.28583982047577,0.58,0.019,0,"3","EPS8L3",0.561
"TSPAN1",0,1.26414203603918,0.52,0.034,0,"3","TSPAN1",0.486
"SELENBP1",0,1.25701472747642,0.572,0.096,0,"3","SELENBP1",0.476
"SLC44A4",0,1.25316289630631,0.633,0.057,0,"3","SLC44A4",0.576
"MDK",0,1.23956462949289,0.497,0.05,0,"3","MDK",0.447
"CLDN7",0,1.21818900461404,0.568,0.047,0,"3","CLDN7",0.521
"TMC5",0,1.21270168501012,0.709,0.116,0,"3","TMC5",0.593
"CEACAM6",0,1.20381134780999,0.556,0.063,0,"3","CEACAM6",0.493
"MUC12",0,1.20239145501253,0.63,0.09,0,"3","MUC12",0.54
"SMIM22",0,1.17334863311635,0.607,0.142,0,"3","SMIM22",0.465
"C19ORF33",0,1.17244449019782,0.448,0.009,0,"3","C19ORF33",0.439
"EHF",0,1.16427770594502,0.482,0.021,0,"3","EHF",0.461
"S100P",0,1.16267448259983,0.5,0.014,0,"3","S100P",0.486
"FAM3D",0,1.14479918599295,0.474,0.015,0,"3","FAM3D",0.459
"KRT20",0,1.14397464895135,0.377,0.023,0,"3","KRT20",0.354
"MUC5B",0,1.12195100595547,0.525,0.045,0,"3","MUC5B",0.48
"TMEM54",0,1.10111690413851,0.421,0.018,0,"3","TMEM54",0.403
"MTRNR2L10",0,1.09263291993408,0.959,0.541,0,"3","MTRNR2L10",0.418
"ID1",0,1.06098535539138,0.501,0.087,0,"3","ID1",0.414
"PRAP1",0,1.05443110080945,0.385,0.042,0,"3","PRAP1",0.343
"MUC4",0,1.05286234008084,0.527,0.039,0,"3","MUC4",0.488
"LCN2",0,1.05150262033732,0.361,0.018,0,"3","LCN2",0.343
"CDHR5",0,1.05085676531071,0.394,0.012,0,"3","CDHR5",0.382
"JUP",0,1.04244735825761,0.555,0.07,0,"3","JUP",0.485
"ITGB4",0,1.02872535278827,0.484,0.046,0,"3","ITGB4",0.438
"MST1R",0,1.01884360824899,0.403,0.014,0,"3","MST1R",0.389
"EFNA1",0,1.0123987038876,0.456,0.036,0,"3","EFNA1",0.42
"HMGCS2",0,1.01029865289629,0.388,0.025,0,"3","HMGCS2",0.363
"S100A16",0,0.99142199517004,0.401,0.039,0,"3","S100A16",0.362
"DSP",0,0.988731286740983,0.604,0.056,0,"3","DSP",0.548
"MT1G",0,0.986442814343239,0.251,0.01,0,"3","MT1G",0.241
"MUC13",0,0.965432619245342,0.474,0.021,0,"3","MUC13",0.453
"DDR1",0,0.964918800677099,0.49,0.039,0,"3","DDR1",0.451
"PLXNB1",0,0.961470023906223,0.44,0.033,0,"3","PLXNB1",0.407
"MISP",0,0.954704609194774,0.446,0.033,0,"3","MISP",0.413
"MTRNR2L4",0,0.939614991449196,0.883,0.472,0,"3","MTRNR2L4",0.411
"USH1C",0,0.937690634475424,0.403,0.015,0,"3","USH1C",0.388
"MYO7B",0,0.934671806677216,0.411,0.023,0,"3","MYO7B",0.388
"HSD11B2",0,0.922010154039691,0.377,0.014,0,"3","HSD11B2",0.363
"RAB25",0,0.916691800063489,0.361,0.017,0,"3","RAB25",0.344
"TMC4",0,0.916208737621147,0.384,0.03,0,"3","TMC4",0.354
"LAD1",0,0.910311438710079,0.404,0.018,0,"3","LAD1",0.386
"PPP1R1B",0,0.907817332605784,0.389,0.012,0,"3","PPP1R1B",0.377
"FERMT1",0,0.897693728872534,0.381,0.016,0,"3","FERMT1",0.365
"MTRNR2L6",0,0.896922551853234,0.993,0.985,0,"3","MTRNR2L6",0.00800000000000001
"S100A14",0,0.888667189753079,0.36,0.013,0,"3","S100A14",0.347
"PKP3",0,0.888051952451222,0.374,0.007,0,"3","PKP3",0.367
"SPINT1",0,0.885042603487219,0.477,0.074,0,"3","SPINT1",0.403
"MICALL2",0,0.884578890943299,0.43,0.036,0,"3","MICALL2",0.394
"AGR3",0,0.86139691046096,0.328,0.012,0,"3","AGR3",0.316
"ST14",0,0.855636863100025,0.485,0.075,0,"3","ST14",0.41
"LAMB3",0,0.854325025228835,0.447,0.031,0,"3","LAMB3",0.416
"FUT3",0,0.837834986022097,0.37,0.039,0,"3","FUT3",0.331
"PLCB4",0,0.836057719076164,0.379,0.032,0,"3","PLCB4",0.347
"RND3",0,0.831264852546648,0.47,0.039,0,"3","RND3",0.431
"BAIAP2L2",0,0.829760127274614,0.38,0.01,0,"3","BAIAP2L2",0.37
"PTPRF",0,0.826049509115984,0.458,0.071,0,"3","PTPRF",0.387
"MUC1",0,0.815086475794418,0.315,0.012,0,"3","MUC1",0.303
"ARHGEF16",0,0.800391960053103,0.318,0.006,0,"3","ARHGEF16",0.312
"HES1",0,0.796799611072994,0.468,0.068,0,"3","HES1",0.4
"ATP2C2",0,0.78954150898971,0.327,0.025,0,"3","ATP2C2",0.302
"CBLC",0,0.770284783370353,0.301,0.007,0,"3","CBLC",0.294
"MTRNR2L1",0,0.764693859862182,0.997,0.999,0,"3","MTRNR2L1",-0.002
"COL17A1",0,0.747269734131096,0.292,0.015,0,"3","COL17A1",0.277
"KIAA1217",0,0.737082072225774,0.391,0.047,0,"3","KIAA1217",0.344
"AMN",0,0.734208669728941,0.324,0.021,0,"3","AMN",0.303
"TFF1",0,0.726817826104947,0.252,0.005,0,"3","TFF1",0.247
"PRR15L",0,0.726630924678353,0.308,0.012,0,"3","PRR15L",0.296
"CDX2",0,0.704588530476086,0.302,0.011,0,"3","CDX2",0.291
"GRB7",0,0.690525700239266,0.278,0.006,0,"3","GRB7",0.272
"FAM84A",0,0.682886071430731,0.349,0.026,0,"3","FAM84A",0.323
"ARHGEF35",0,0.652398488024944,0.327,0.028,0,"3","ARHGEF35",0.299
"SOX9",0,0.637339625288881,0.358,0.019,0,"3","SOX9",0.339
"MAL2",0,0.632182327017475,0.306,0.019,0,"3","MAL2",0.287
"C6ORF222",0,0.577505560502023,0.266,0.008,0,"3","C6ORF222",0.258
"ESRP1",0,0.570414647905992,0.286,0.019,0,"3","ESRP1",0.267
"DDAH1",0,0.564869079658104,0.291,0.02,0,"3","DDAH1",0.271
"HNF4A",2.19751085446824e-299,0.947180821562188,0.547,0.125,3.33560172599734e-295,"3","HNF4A",0.422
"CKB",1.12823967792377e-298,1.04487072887295,0.423,0.062,1.71255500712049e-294,"3","CKB",0.361
"KRTCAP3",9.19034436730084e-298,0.729113274232188,0.286,0.021,1.39500237151259e-293,"3","KRTCAP3",0.265
"ASS1",6.40810744357011e-297,0.940679531807686,0.416,0.059,9.72686628859506e-293,"3","ASS1",0.357
"HOXA9",3.85125502055592e-296,0.680916648363534,0.28,0.02,5.84581999570183e-292,"3","HOXA9",0.26
"MTRNR2L8",2.21151931674928e-295,0.759735991670927,1,1,3.35686517089373e-291,"3","MTRNR2L8",0
"DSG2",1.29635733210686e-293,0.626804780844925,0.395,0.053,1.967740794405e-289,"3","DSG2",0.342
"DST",1.90810483292182e-292,1.05219402074419,0.708,0.214,2.89631232589203e-288,"3","DST",0.494
"EPHA2",2.160193097526e-290,0.615441882610044,0.269,0.019,3.27895710273472e-286,"3","EPHA2",0.25
"FNBP1L",2.56047847285098e-289,0.625557726544649,0.337,0.035,3.88655027394051e-285,"3","FNBP1L",0.302
"GUCY2C",7.37125943528139e-288,0.559819495864352,0.252,0.016,1.11888346968136e-283,"3","GUCY2C",0.236
"SDCBP2",3.97368930838792e-278,0.859115484589075,0.339,0.038,6.03166300120202e-274,"3","SDCBP2",0.301
"GNG12",5.59447648837005e-278,0.548731103812714,0.306,0.028,8.4918558616969e-274,"3","GNG12",0.278
"H1F0",1.25578844788201e-276,0.795687039201231,0.427,0.066,1.9061612850401e-272,"3","H1F0",0.361
"TLN2",2.65954243855055e-275,0.679388757159175,0.308,0.03,4.03691946747589e-271,"3","TLN2",0.278
"MT-ND4",4.54796414328916e-275,0.677830428838734,1,1,6.90335477309862e-271,"3","MT-ND4",0
"MTMR11",8.15149190805254e-273,0.777715573443084,0.372,0.049,1.2373149567233e-268,"3","MTMR11",0.323
"CAMK2N1",1.39892040733408e-270,0.875435564647122,0.486,0.098,2.1234212862924e-266,"3","CAMK2N1",0.388
"RTKN",1.81119452171619e-266,0.577764503798268,0.277,0.023,2.749212164513e-262,"3","RTKN",0.254
"TMPRSS4",3.18989900519481e-263,1.17677311977725,0.646,0.235,4.8419476999852e-259,"3","TMPRSS4",0.411
"FXYD3",1.29492004691056e-262,1.22711950316129,0.639,0.214,1.96555913920554e-258,"3","FXYD3",0.425
"SEMA3B",3.57956563481964e-262,0.794122255880259,0.339,0.042,5.43342267709274e-258,"3","SEMA3B",0.297
"EPS8L2",1.39109869959122e-260,0.976066106018964,0.494,0.102,2.11154871610951e-256,"3","EPS8L2",0.392
"MYH14",2.63982657360036e-258,0.909059750353463,0.507,0.119,4.00699275606799e-254,"3","MYH14",0.388
"HIST1H2AM",2.37856750567112e-257,1.06001369035982,0.336,0.043,3.61042761685819e-253,"3","HIST1H2AM",0.293
"MT-ND1",2.00952236728855e-256,0.66815170071146,1,0.999,3.05025400130729e-252,"3","MT-ND1",0.001
"MYO6",1.72895969345388e-254,1.04641192384354,0.666,0.235,2.62438791869365e-250,"3","MYO6",0.431
"BAIAP2L1",1.41927118970805e-253,0.889771557666269,0.509,0.116,2.15431173885784e-249,"3","BAIAP2L1",0.393
"MAP7",9.14030860323961e-253,0.536848969811217,0.31,0.034,1.38740744288574e-248,"3","MAP7",0.276
"MT-CO2",7.92249423478085e-252,0.643055389061287,1,1,1.20255539989739e-247,"3","MT-CO2",0
"PLS1",4.81996826912376e-251,0.851305526793328,0.457,0.088,7.31622983570296e-247,"3","PLS1",0.369
"MT-ND4L",2.24215974032155e-247,0.642527575853654,1,0.997,3.40337426983408e-243,"3","MT-ND4L",0.003
"MT-ND2",2.8929501405872e-246,0.646552765596018,1,0.999,4.39120901839731e-242,"3","MT-ND2",0.001
"SERINC2",5.03655775633081e-246,0.784232602357395,0.388,0.064,7.64499101833453e-242,"3","SERINC2",0.324
"POF1B",8.06267570400974e-245,0.852485874271149,0.51,0.125,1.22383354511164e-240,"3","POF1B",0.385
"TST",4.09538146066013e-243,0.720357714676314,0.309,0.036,6.21637951913601e-239,"3","TST",0.273
"MT-ATP8",1.7558026636735e-241,0.665193144682617,0.985,0.973,2.66513286319e-237,"3","MT-ATP8",0.012
"PHLDA2",4.18098293981925e-241,0.944361621872992,0.514,0.119,6.34631400435164e-237,"3","PHLDA2",0.395
"CDC42BPA",6.55160120339843e-241,0.62640171974532,0.343,0.047,9.94467546663848e-237,"3","CDC42BPA",0.296
"MT-CO3",6.62315070604396e-241,0.625967835687581,1,1,1.00532804567041e-236,"3","MT-CO3",0
"TRIM31",1.33472030844604e-240,0.952599358906675,0.401,0.072,2.02597195619024e-236,"3","TRIM31",0.329
"MT-ATP6",3.02275979404064e-240,0.624686521346941,1,1,4.58824709137428e-236,"3","MT-ATP6",0
"HOXB6",3.72746702145384e-237,0.732460255431321,0.295,0.034,5.65792219186479e-233,"3","HOXB6",0.261
"MUC6",1.74312113030659e-236,0.713455944417835,0.263,0.026,2.64588356369237e-232,"3","MUC6",0.237
"MT-CO1",2.70410503072588e-235,0.608246662629777,1,1,4.10456102613882e-231,"3","MT-CO1",0
"CAPN8",4.18814552268271e-235,0.800496599058784,0.37,0.058,6.35718608888008e-231,"3","CAPN8",0.312
"PIGR",5.02603109181937e-235,1.23171515763984,0.657,0.275,7.62901259427263e-231,"3","PIGR",0.382
"MT-CYB",9.28526325694998e-235,0.622676142113639,1,1,1.40941010977244e-230,"3","MT-CYB",0
"REG4",1.13287384173026e-233,0.841039398853695,0.358,0.056,1.71958920436236e-229,"3","REG4",0.302
"UNC13B",4.40456930597688e-230,0.527444691477469,0.28,0.03,6.6856957495423e-226,"3","UNC13B",0.25
"MT-ND5",4.06000339849765e-222,0.618429294548031,1,1,6.16267915857959e-218,"3","MT-ND5",0
"TPM1",8.5333010304839e-220,0.890992134151265,0.798,0.462,1.29526976341715e-215,"3","TPM1",0.336
"LAMA3",3.30408516735121e-219,0.651721710019497,0.319,0.045,5.01527087552241e-215,"3","LAMA3",0.274
"TRIM2",4.55845215499933e-218,0.835548795661965,0.481,0.117,6.91927452607349e-214,"3","TRIM2",0.364
"ARHGEF10L",2.69334569716503e-216,0.636391638420605,0.356,0.056,4.08822943372679e-212,"3","ARHGEF10L",0.3
"RASEF",8.29729311094393e-215,0.845453727488352,0.72,0.341,1.25944612131018e-210,"3","RASEF",0.379
"FZD5",2.91692123991178e-214,0.526235568299776,0.383,0.072,4.42759475006208e-210,"3","FZD5",0.311
"AOC1",1.97759614846721e-212,0.64399742370316,0.296,0.04,3.00179319375838e-208,"3","AOC1",0.256
"ERN2",2.29387490055482e-210,1.03586402089855,0.546,0.177,3.48187271155217e-206,"3","ERN2",0.369
"IL17RB",2.66819872390613e-209,0.643135278290409,0.337,0.053,4.05005884301712e-205,"3","IL17RB",0.284
"TM4SF1",1.08991280901204e-208,0.754729893503509,0.337,0.055,1.65437865279937e-204,"3","TM4SF1",0.282
"TSC22D1",1.17130924813867e-206,0.958666850851035,0.638,0.231,1.77793030774968e-202,"3","TSC22D1",0.407
"LGALS3",3.77863591666046e-206,0.881291243542796,0.861,0.57,5.73559145789892e-202,"3","LGALS3",0.291
"PCSK5",1.54590543980655e-205,0.636467786662569,1,0.993,2.34652986708236e-201,"3","PCSK5",0.00700000000000001
"ARHGEF5",2.20931079659819e-203,0.754972322663594,0.427,0.092,3.35351285815639e-199,"3","ARHGEF5",0.335
"CDH17",3.45294009690744e-202,0.962840525807938,0.591,0.218,5.2412177730958e-198,"3","CDH17",0.373
"S100A13",4.24045141054512e-201,0.721742172706216,0.317,0.048,6.43658119606644e-197,"3","S100A13",0.269
"VIL1",3.85530091173422e-200,0.828406688246905,0.383,0.079,5.85196125392138e-196,"3","VIL1",0.304
"TJP3",8.25614359182571e-200,0.750902944998695,0.319,0.05,1.25320003580322e-195,"3","TJP3",0.269
"EPS8",1.4345667334746e-199,0.937926262153929,0.602,0.219,2.1775288447411e-195,"3","EPS8",0.383
"SFN",2.18405865191152e-199,0.851163446030668,0.451,0.115,3.31518262773649e-195,"3","SFN",0.336
"MT-ND6",4.80940307848766e-196,0.624615187061101,0.972,0.971,7.30019293283642e-192,"3","MT-ND6",0.001
"PCK1",6.48462829742413e-195,0.769328251903468,0.367,0.074,9.84301729266009e-191,"3","PCK1",0.293
"TCEA3",2.68961674808423e-194,0.657461293241084,0.296,0.043,4.08256926191705e-190,"3","TCEA3",0.253
"HOXB7",4.4533803808474e-194,0.665757627722327,0.291,0.042,6.75978608008827e-190,"3","HOXB7",0.249
"CALML4",5.20608940063641e-191,0.757208673860644,0.362,0.069,7.90232310122601e-187,"3","CALML4",0.293
"TP53I3",3.03884088451892e-189,0.728566086467403,0.314,0.051,4.61265657861127e-185,"3","TP53I3",0.263
"GDF15",2.97868628905268e-181,0.887169145545841,0.401,0.095,4.52134791815306e-177,"3","GDF15",0.306
"CST3",7.38270265993724e-177,0.876419167148097,0.769,0.369,1.12062043675187e-172,"3","CST3",0.4
"PLA2G2A",1.84479832753796e-176,0.72528240679783,0.275,0.042,2.80021938136987e-172,"3","PLA2G2A",0.233
"FCGBP",1.38313788880464e-175,0.678689155864107,0.333,0.063,2.09946500141656e-171,"3","FCGBP",0.27
"EGR1",4.65622181273366e-175,0.767632643532003,0.834,0.474,7.06767908954842e-171,"3","EGR1",0.36
"CGN",8.17888609290739e-173,0.703933453979915,0.363,0.078,1.24147312004241e-168,"3","CGN",0.285
"S100A6",3.91665903852054e-172,0.586411616050597,0.931,0.873,5.94509675457032e-168,"3","S100A6",0.0580000000000001
"ADM",5.95373446622202e-171,0.695333103778772,0.347,0.069,9.03717354627841e-167,"3","ADM",0.278
"PRSS8",7.37160913886848e-171,0.849006435810607,0.473,0.148,1.11893655118885e-166,"3","PRSS8",0.325
"C15ORF48",4.16000993984498e-170,0.899321002022459,0.404,0.097,6.31447908769069e-166,"3","C15ORF48",0.307
"PTPRK",2.3147354784068e-169,0.798386450608549,0.482,0.147,3.51353698267367e-165,"3","PTPRK",0.335
"SH3D19",2.36202164812844e-169,0.553498355533627,0.302,0.052,3.58531265969416e-165,"3","SH3D19",0.25
"DSC2",3.53031228494952e-167,0.547709285824651,0.414,0.108,5.35866101732487e-163,"3","DSC2",0.306
"MT-ND3",1.55964468822446e-166,0.578608443404691,0.936,0.966,2.3673846722559e-162,"3","MT-ND3",-0.0299999999999999
"RRBP1",2.79627654835902e-165,0.766124045371948,0.78,0.457,4.24446817275416e-161,"3","RRBP1",0.323
"LLGL2",1.17869010863506e-162,0.943601092015753,0.608,0.263,1.78913371589716e-158,"3","LLGL2",0.345
"CDC42EP1",1.65578900574685e-160,0.500780034919155,0.263,0.041,2.51332213182315e-156,"3","CDC42EP1",0.222
"AZGP1",9.79987430159228e-160,0.663733582413679,0.253,0.039,1.48752292023869e-155,"3","AZGP1",0.214
"PLEKHA6",1.03805386364984e-158,0.580650447261433,0.377,0.09,1.5756619596341e-154,"3","PLEKHA6",0.287
"LGALS3BP",1.05147661597249e-154,0.826563913194834,0.666,0.327,1.59603635538464e-150,"3","LGALS3BP",0.339
"NOXA1",1.39518130344718e-154,0.56058268473586,0.251,0.038,2.11774570050247e-150,"3","NOXA1",0.213
"FAT1",1.23504292384627e-152,0.582828112135472,0.445,0.122,1.87467165410625e-148,"3","FAT1",0.323
"FUT6",1.49093151297521e-148,0.658167169011834,0.302,0.063,2.26308494354506e-144,"3","FUT6",0.239
"TCF7L2",3.85259938086624e-147,0.63036200725088,0.412,0.109,5.84786060021687e-143,"3","TCF7L2",0.303
"CRACR2B",1.19953923786663e-145,0.663417088219775,0.33,0.073,1.82078060915777e-141,"3","CRACR2B",0.257
"MYO5B",1.23718193169593e-145,0.586925919229994,0.319,0.07,1.87791845412125e-141,"3","MYO5B",0.249
"CD9",3.27157554312564e-145,0.846797929271333,0.62,0.27,4.96592451691041e-141,"3","CD9",0.35
"MTUS1",8.19844519315467e-145,0.7480030783177,0.397,0.109,1.24444199586895e-140,"3","MTUS1",0.288
"ADAP1",1.42493973856222e-143,0.733263462631523,0.413,0.116,2.1629160291636e-139,"3","ADAP1",0.297
"TRPM4",3.01865786830448e-143,1.03746548473459,0.656,0.394,4.58202077829937e-139,"3","TRPM4",0.262
"PERP",5.18976847272033e-143,0.699740204316765,0.574,0.23,7.87754956474218e-139,"3","PERP",0.344
"HSPB1",7.29893391726103e-143,0.742731143610026,0.8,0.599,1.10790517930105e-138,"3","HSPB1",0.201
"PLEKHG6",9.84347007691701e-143,0.690258074344907,0.334,0.079,1.49414032297523e-138,"3","PLEKHG6",0.255
"SH2D4A",5.59701891801166e-142,0.572094928233484,0.279,0.052,8.4957150156499e-138,"3","SH2D4A",0.227
"NQO1",8.77634050595726e-142,1.00828089728957,0.503,0.206,1.33216072539925e-137,"3","NQO1",0.297
"CYP3A5",3.51989070582883e-141,0.681398284771898,0.819,0.742,5.34284210237758e-137,"3","CYP3A5",0.077
"GPRC5A",8.87600440730413e-140,0.838202908557854,0.647,0.374,1.34728870898469e-135,"3","GPRC5A",0.273
"LRRK1",1.18907794849533e-139,0.645504175881599,0.885,0.766,1.80490141802106e-135,"3","LRRK1",0.119
"SOX4",1.23088529961521e-139,0.710166052596252,0.642,0.337,1.86836079628593e-135,"3","SOX4",0.305
"CA2",6.77921990964576e-138,0.782617432272397,0.318,0.073,1.02901779008513e-133,"3","CA2",0.245
